insertId,jsonPayload.extra.duration,jsonPayload.extra.statusCode,jsonPayload.extra.url,jsonPayload.message,jsonPayload.module,jsonPayload.user_id,"labels.""compute.googleapis.com/resource_name""","labels.""k8s-pod/app_kubernetes_io/instance""","labels.""k8s-pod/app_kubernetes_io/name""","labels.""k8s-pod/pod-template-hash""","labels.""k8s-pod/role""",logName,receiveTimestamp,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,timestamp,trace
o5ifd0fsphhe1,0.060199,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723448147_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T10:00:29.016093136Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T10:00:24.958555453Z,projects/passculture-metier-prod/traces/555e5d8dd2313f1f859328c8c8201767
1ggg8nmfsr892l,0.132069,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723448147_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T10:00:19.017440874Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T10:00:16.925258114Z,projects/passculture-metier-prod/traces/07fd1bc2167d053f3ebadb9e67afd888
1plp4bufwr1xnc,0.044694,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782344020685_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:59:08.016522211Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:59:03.006042722Z,projects/passculture-metier-prod/traces/3c2527b3338d8b3d97f7d9c1c5c36175
k9k51tfwmihva,0.155717,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782344020685_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:58:58.024199297Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-xmkgj,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:58:53.664688168Z,projects/passculture-metier-prod/traces/c27efba8cf8685641c2233ce28708dd8
gdkv2tfssge5d,0.08848,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449397_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:56:03.023249374Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:56:00.041107353Z,projects/passculture-metier-prod/traces/6c6060ab82d35e8134b475327dc5fcea
xl5g8cfy1qukn,0.340802,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449397_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:55:54.013394905Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:55:52.356889068Z,projects/passculture-metier-prod/traces/71d14a2f37f8a494f18c558c61d68e33
116vducfsq482r,0.068589,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449380_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:53:43.022020968Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:53:41.457609239Z,projects/passculture-metier-prod/traces/0f7b8b05583151e337fa69cb94cbafe5
pt8aq2fzqkfig,0.125865,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449380_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:53:29.018409550Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:53:28.716738672Z,projects/passculture-metier-prod/traces/1dbf3834ea33eaca3c33edcf21d55f13
1kvvho4frlrkou,0.162142,200,https://entreprise.data.gouv.fr/api/sirene/v3/unites_legales/394159784,External service called,pcapi.utils.requests,,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:52:53.012915871Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:52:52.562571169Z,8a2301cb-6170-49c0-b807-8b8d8b260576
a9qf3wfwccxuz,0.083192,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449373_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:50:19.012729487Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:50:14.403247206Z,projects/passculture-metier-prod/traces/5e0a1d7c2693823b9d64b506ebf313dc
15mgd7wfrqd6tq,0.139659,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449373_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:50:08.012403371Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:50:05.488106157Z,projects/passculture-metier-prod/traces/b2e2cf89bac2a428847f3473af9c361f
wha8m7fr843fs,0.061976,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449366_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:47:44.012520043Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:47:40.151040294Z,projects/passculture-metier-prod/traces/b493324a8a542d75cdb9bda64eeb728a
tot4bdfu180jl,0.161915,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449366_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:47:34.012520823Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:47:30.773128358Z,projects/passculture-metier-prod/traces/3e7e7957b418fa8385fb0c71ac9e7078
gdkv2tfsa5s1w,0.100398,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449359_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:33:58.013059789Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:33:56.037188145Z,projects/passculture-metier-prod/traces/8f192400fca7982834d9415f64cad177
ilavldfrlc8jp,0.23332,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449359_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:32:53.011500939Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-xmkgj,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:32:48.075074145Z,projects/passculture-metier-prod/traces/c734ac5576283035def35ec6d228dd1e
1c0jo9dfq6j3a8,0.249569,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449342_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:31:10.055814096Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:31:09.591912466Z,projects/passculture-metier-prod/traces/9dd64a6cd5326388d0e20c944c417105
oz9etjfu9nww1,0.092199,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449342_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:30:58.023051110Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:30:56.798826400Z,projects/passculture-metier-prod/traces/293daf4acecef440e76e430b6b97c75a
1lpuj1hfrx6aic,0.09339,200,https://entreprise.data.gouv.fr/api/sirene/v3/unites_legales/411239114,External service called,pcapi.utils.requests,,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:29:55.016840546Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:29:53.025685632Z,fd2f5e5d-fe97-4e24-8c65-a90a0e00f608
1ixxfrqfqxuyii,0.067514,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449335_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:28:24.025567415Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:28:23.132194214Z,projects/passculture-metier-prod/traces/36b675392f691a7553f448cf6f0a9185
pt1ylhfxzwdgx,0.129389,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449335_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:28:09.016218228Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:28:07.516260907Z,projects/passculture-metier-prod/traces/64b66e8ff79cc7c9b2836d8a0b50b11c
1k1u111fv228pw,0.058229,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449328_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:24:39.028316888Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:24:36.358519750Z,projects/passculture-metier-prod/traces/04c2351521c894069b432fac2447f029
1cu4qlyfny5gdi,0.328205,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449328_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:24:29.014093053Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:24:27.135750330Z,projects/passculture-metier-prod/traces/80edf10b3b4d82269d61a591800dd5c7
10wxdavftxz8dc,0.088085,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449311_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:22:20.022657270Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:22:17.577854001Z,projects/passculture-metier-prod/traces/f31d050004071b41d33dad502e64e278
k2fmfuhp8zb,0.200437,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449311_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:22:08.014882361Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:22:03.165063339Z,projects/passculture-metier-prod/traces/570a4603ec5e69faeddf6e31bfecb720
1c0ba6ffqpdvcj,0.12245,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449304_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:20:35.017318192Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:20:32.919298601Z,projects/passculture-metier-prod/traces/ee00435727db96e3eeb47c4a5877f50e
1plvxx4fqo6vc6,0.157981,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449304_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:20:23.013466745Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:20:22.952444861Z,projects/passculture-metier-prod/traces/f259829b59fa1266af023382acb98b56
pjjn5jfsja4q2,0.176427,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449298_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:18:34.056492715Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:18:29.262258820Z,projects/passculture-metier-prod/traces/4d579ad23755b21a2483312f242a29f7
1rtmrtwfqxyij7,0.242786,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449298_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:18:13.014943938Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:18:11.429394848Z,projects/passculture-metier-prod/traces/182fda159ae88ae9e8cd609cf274457a
283axxfq66r63,0.118186,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449281_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:16:35.014606325Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-w64qp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:16:33.312680981Z,projects/passculture-metier-prod/traces/4f1039aa72c071e4eef5743207116953
tz1jh1f1r4jyd,0.211087,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449281_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:16:24.013152827Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:16:22.794146357Z,projects/passculture-metier-prod/traces/fab8dccbf69f85ccdc177c86222a59c2
jzjwrwfrc4aiu,0.088625,200,https://www.pirouette-editions.fr/1952-large_default/favoriser-l-attention-par-des-pratiques-sensorielles.jpg,External service called,pcapi.utils.requests,142411,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:15:59.014079830Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:15:57.794378666Z,projects/passculture-metier-prod/traces/b4e36538130b5e901b10c1b7cc58e1d4
v2s4oif8llha0,0.109451,200,https://www.pirouette-editions.fr/1952-large_default/favoriser-l-attention-par-des-pratiques-sensorielles.jpg,External service called,pcapi.utils.requests,142411,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:15:35.034197715Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-w64qp,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:15:33.142960476Z,projects/passculture-metier-prod/traces/4b64b9e23ef748b34fde3c7f77381b2d
1t7mjdlfpwn4wc,0.136091,200,https://entreprise.data.gouv.fr/api/sirene/v3/unites_legales/244301123,External service called,pcapi.utils.requests,,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:13:14.010321465Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:13:12.925918269Z,0c99d152-24bf-4d50-9714-3abaa8471bdd
sv9aj1fxgdf5w,0.134956,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449274_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:12:50.029563918Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:12:46.322063002Z,projects/passculture-metier-prod/traces/db14b187679de7fc94dfa07c1903da14
k9lh5ffuqz710,0.079593,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449274_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T09:12:39.022011862Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T09:12:35.952990210Z,projects/passculture-metier-prod/traces/b93331247cf6ec74f0f2333e29a418b1
1qpjapifqu4s1h,0.059987,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449267_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-url0,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:59:44.013436002Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4nvjt,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:59:42.270820062Z,projects/passculture-metier-prod/traces/ba53c7d5e538311a6b2d7aa061d7b0eb
16q9p8tftlklcw,0.089681,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449267_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:59:38.033702400Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-xmkgj,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:59:33.690228984Z,projects/passculture-metier-prod/traces/68f03a918577ac64291ca34b3c3ae772
1qpjapifqsgqyq,0.106409,200,https://entreprise.data.gouv.fr/api/sirene/v3/unites_legales/411170335,External service called,pcapi.utils.requests,,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:57:40.037209251Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:57:38.441421856Z,1b2f8b5c-b6fa-4f93-a690-3419bf85923b
1cu4v4vfspbihs,0.174946,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449250_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:57:10.016518496Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-w64qp,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:57:07.901620829Z,projects/passculture-metier-prod/traces/f6f1fc8902d52755eb18f47c585e1465
1c0ba6ffq6yzxh,0.133023,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449250_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-d01006a7-7wer,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:56:59.014943258Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-42vpx,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:56:55.284908314Z,projects/passculture-metier-prod/traces/5865274f4186da31a490ffe61392d2b2
1bghs4hfwltdwl,0.17067,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449243_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-1d9bbe60-3o17,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:54:40.060905010Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-9rhd6,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:54:36.664605352Z,projects/passculture-metier-prod/traces/e9885dc91d158fc319b0c18a24f68310
d1xxrmfr0549s,0.144085,200,"https://e-leclerc.scene7.com/is/image/gtinternet/9782723449243_1?op_sharpen=1&resmode=bilin&fmt=pjpeg&fit=fit,1&wid=450&hei=450",External service called,pcapi.utils.requests,156718,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:54:28.011947789Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-4dlrp,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:54:25.629011839Z,projects/passculture-metier-prod/traces/a7760d6bf1b9a3fec305a2af633b4264
tp9s1xfq5szon,0.094138,200,https://entreprise.data.gouv.fr/api/sirene/v3/unites_legales/829929728,External service called,pcapi.utils.requests,,gke-cluster-metier-p-node-pool-metier-423cc15f-p0zu,production,pcapi,fd4894567,api,projects/passculture-metier-prod/logs/stdout,2021-04-30T08:54:23.017519202Z,cluster-metier-production,pcapi,europe-west1,production,production-pcapi-api-fd4894567-xmkgj,passculture-metier-prod,k8s_container,INFO,2021-04-30T08:54:21.475679694Z,bc49884e-d50c-4752-9237-0a30985bd822
